date,time,SENTIMENT
09-12-2022,15:00,2.222222222
09-12-2022,15:05,3.4
09-12-2022,15:10,1
09-12-2022,15:15,3.75
09-12-2022,15:20,3
09-12-2022,15:25,3.222222222
09-12-2022,15:30,2.333333333
09-12-2022,15:35,3.5
09-12-2022,15:40,2.785714286
09-12-2022,15:45,2.4
09-12-2022,15:50,2.714285714
09-12-2022,15:55,3.5
10-12-2022,09:30,3.666666667
10-12-2022,09:35,1.25
10-12-2022,09:40,1.6
10-12-2022,09:45,1
10-12-2022,09:50,2.333333333
10-12-2022,09:55,3
10-12-2022,10:00,1
10-12-2022,10:05,2.25
10-12-2022,10:10,3
10-12-2022,10:15,1
10-12-2022,10:20,3
10-12-2022,10:30,1.8
10-12-2022,10:35,3
10-12-2022,10:40,1.5
10-12-2022,10:45,3.666666667
10-12-2022,10:50,2.75
10-12-2022,10:55,1
10-12-2022,11:00,1
10-12-2022,11:10,4.333333333
10-12-2022,11:15,3.4
10-12-2022,11:20,3.666666667
10-12-2022,11:25,4.666666667
10-12-2022,11:30,2.833333333
10-12-2022,11:35,3.4
10-12-2022,11:40,5
10-12-2022,11:45,1.666666667
10-12-2022,11:50,3.333333333
10-12-2022,11:55,2.714285714
10-12-2022,12:00,2.5
10-12-2022,12:05,4
10-12-2022,12:10,2.6
10-12-2022,12:15,3
10-12-2022,12:20,3.333333333
10-12-2022,12:30,2
10-12-2022,12:40,3.75
10-12-2022,12:45,3
10-12-2022,12:50,2.25
10-12-2022,13:00,3.125
10-12-2022,13:05,1
10-12-2022,13:10,2.333333333
10-12-2022,13:15,2
10-12-2022,13:20,2.666666667
10-12-2022,13:25,1.75
10-12-2022,13:30,3.333333333
10-12-2022,13:35,3.333333333
10-12-2022,13:40,2.5
10-12-2022,13:45,4
10-12-2022,13:50,3.25
10-12-2022,13:55,3.2
10-12-2022,14:00,2.555555556
10-12-2022,14:05,2
10-12-2022,14:10,1
10-12-2022,14:15,2.2
10-12-2022,14:20,1.75
10-12-2022,14:25,2.6
10-12-2022,14:30,3.666666667
10-12-2022,14:35,3.333333333
10-12-2022,14:40,2.333333333
10-12-2022,14:45,1
10-12-2022,14:50,4.5
10-12-2022,14:55,3
10-12-2022,15:00,2.6
10-12-2022,15:05,2.6
10-12-2022,15:10,5
10-12-2022,15:15,2.666666667
10-12-2022,15:20,3.4
10-12-2022,15:25,2.333333333
10-12-2022,15:30,3.1875
10-12-2022,15:35,1
10-12-2022,15:40,1.571428571
10-12-2022,15:45,2.571428571
10-12-2022,15:50,1.666666667
10-12-2022,15:55,4
11-12-2022,09:30,2.6
11-12-2022,09:35,2
11-12-2022,09:40,1
11-12-2022,09:45,4
11-12-2022,09:50,1
11-12-2022,09:55,2.222222222
11-12-2022,10:00,3.428571429
11-12-2022,10:05,1
11-12-2022,10:10,1
11-12-2022,10:15,3
11-12-2022,10:25,1
11-12-2022,10:30,2.333333333
11-12-2022,10:35,1
11-12-2022,10:40,5
11-12-2022,10:45,2.333333333
11-12-2022,10:50,3
11-12-2022,10:55,4.5
11-12-2022,11:00,2.5
11-12-2022,11:05,3.333333333
11-12-2022,11:10,5
11-12-2022,11:15,3
11-12-2022,11:20,4
11-12-2022,11:25,2.333333333
11-12-2022,11:30,2.6
11-12-2022,11:35,2
11-12-2022,11:45,1.8
11-12-2022,11:50,1
11-12-2022,11:55,3
11-12-2022,12:00,1.7
11-12-2022,12:05,2
11-12-2022,12:10,5
11-12-2022,12:15,3
11-12-2022,12:20,3
11-12-2022,12:25,1
11-12-2022,12:30,3.666666667
11-12-2022,12:35,2
11-12-2022,12:40,2.666666667
11-12-2022,12:45,2.333333333
11-12-2022,12:50,1
11-12-2022,13:00,3.666666667
11-12-2022,13:05,1
11-12-2022,13:10,2
11-12-2022,13:15,5
11-12-2022,13:20,3.5
11-12-2022,13:25,1
11-12-2022,13:30,4
11-12-2022,13:35,1
11-12-2022,13:40,2.5
11-12-2022,13:45,2.5
11-12-2022,13:50,2.833333333
11-12-2022,13:55,1
11-12-2022,14:00,1
11-12-2022,14:05,3
11-12-2022,14:10,5
11-12-2022,14:15,3.4
11-12-2022,14:20,1
11-12-2022,14:25,3
11-12-2022,14:30,2.8
11-12-2022,14:35,3
11-12-2022,14:40,4.75
11-12-2022,14:45,5
11-12-2022,14:50,4.2
11-12-2022,14:55,4
11-12-2022,15:00,2.333333333
11-12-2022,15:05,3.285714286
11-12-2022,15:10,3
11-12-2022,15:15,4
11-12-2022,15:20,2
11-12-2022,15:25,3.2
11-12-2022,15:30,2
11-12-2022,15:35,3.444444444
11-12-2022,15:40,1
11-12-2022,15:45,4
11-12-2022,15:50,3
11-12-2022,15:55,3.4
11-24-2022,09:30,3.285714286
11-24-2022,09:35,2.333333333
11-24-2022,09:40,2.6
11-24-2022,09:45,3
11-24-2022,09:50,2.6
11-24-2022,09:55,3
11-24-2022,10:00,3.461538462
11-24-2022,10:05,2.75
11-24-2022,10:10,4.333333333
11-24-2022,10:15,3
11-24-2022,10:20,2.6
11-24-2022,10:25,5
11-24-2022,10:30,1
11-24-2022,10:35,5
11-24-2022,10:40,2.6
11-24-2022,10:45,3.333333333
11-24-2022,10:50,3.5
11-24-2022,10:55,3
11-24-2022,11:00,1.8
11-24-2022,11:05,2.6
11-24-2022,11:10,4.5
11-24-2022,11:15,2.333333333
11-24-2022,11:20,3
11-24-2022,11:25,2
11-24-2022,11:30,2
11-24-2022,11:35,3.4
11-24-2022,11:40,2
11-24-2022,11:50,5
11-24-2022,11:55,4.5
11-24-2022,12:00,4.6
11-24-2022,12:05,3.5
11-24-2022,12:10,1
11-24-2022,12:15,2.333333333
11-24-2022,12:20,3.666666667
11-24-2022,12:25,1.333333333
11-24-2022,12:30,4
11-24-2022,12:35,1
11-24-2022,12:40,2.142857143
11-24-2022,12:45,2.333333333
11-24-2022,12:50,2.75
11-24-2022,12:55,2
11-24-2022,13:00,4.75
11-24-2022,13:05,3.666666667
11-24-2022,13:10,5
11-24-2022,13:15,4
11-24-2022,13:20,3.1
11-24-2022,13:25,1.8
11-24-2022,13:30,2
11-24-2022,13:35,1
11-24-2022,13:40,2.5
11-24-2022,13:45,1
11-24-2022,13:50,1
11-24-2022,13:55,3
11-24-2022,14:00,2.666666667
11-24-2022,14:05,2.666666667
11-24-2022,14:10,3.2
11-24-2022,14:15,2
11-24-2022,14:20,5
11-24-2022,14:25,3.75
11-24-2022,14:30,3
11-24-2022,14:35,2.5
11-24-2022,14:40,3.3
11-24-2022,14:45,3
11-24-2022,14:50,2.6
11-24-2022,14:55,3.111111111
11-24-2022,15:00,4.555555556
11-24-2022,15:05,3
11-24-2022,15:10,3.666666667
11-24-2022,15:15,3.666666667
11-24-2022,15:20,3.166666667
11-24-2022,15:25,4.75
11-24-2022,15:30,3.090909091
11-24-2022,15:35,2.6
11-24-2022,15:40,1.7
11-24-2022,15:45,2.714285714
11-24-2022,15:55,1.833333333
11-25-2022,09:30,2
11-25-2022,09:35,3
11-25-2022,09:40,3.666666667
11-25-2022,09:45,3.4
11-25-2022,09:50,5
11-25-2022,09:55,1.666666667
11-25-2022,10:00,3.888888889
11-25-2022,10:05,1.875
11-25-2022,10:10,3
11-25-2022,10:15,2.6
11-25-2022,10:20,2.869565217
11-25-2022,10:25,4.333333333
11-25-2022,10:30,3.25
11-25-2022,10:35,3.076923077
11-25-2022,10:40,3
11-25-2022,10:45,4
11-25-2022,10:50,4
11-25-2022,10:55,3
11-25-2022,11:00,3.3
11-25-2022,11:05,3.571428571
11-25-2022,11:10,4
11-25-2022,11:15,3.666666667
11-25-2022,11:20,2.333333333
11-25-2022,11:25,5
11-25-2022,11:30,2.333333333
11-25-2022,11:35,3
11-25-2022,11:40,4.2
11-25-2022,11:45,2.166666667
11-25-2022,11:50,3
11-25-2022,11:55,1
11-25-2022,12:00,3.571428571
11-25-2022,12:05,2
11-25-2022,12:10,3
11-25-2022,12:15,1.6
11-25-2022,12:20,1
11-25-2022,12:25,3
11-25-2022,12:30,3.285714286
11-25-2022,12:35,2.333333333
11-25-2022,12:40,3
11-25-2022,12:45,2.714285714
11-25-2022,12:55,3.2
11-25-2022,13:00,2.333333333
11-25-2022,13:05,1
11-25-2022,13:10,1
11-25-2022,13:15,1
11-25-2022,13:20,2.625
11-25-2022,13:25,3.666666667
11-25-2022,13:30,2.75
11-25-2022,13:35,2.333333333
11-25-2022,13:40,2.230769231
11-25-2022,13:45,3.166666667
11-25-2022,13:50,2.954545455
11-25-2022,13:55,1.8
11-25-2022,14:00,4.181818182
11-25-2022,14:05,2.714285714
11-25-2022,14:10,3
11-25-2022,14:15,2.4
11-25-2022,14:20,4
11-25-2022,14:25,3
11-25-2022,14:30,2.125
11-25-2022,14:35,2.75
11-25-2022,14:40,3.4
11-25-2022,14:45,2.6
11-25-2022,14:50,3.4
11-25-2022,14:55,3.857142857
11-25-2022,15:00,1.666666667
11-25-2022,15:05,2
11-25-2022,15:10,2.666666667
11-25-2022,15:15,3
11-25-2022,15:20,3.285714286
11-25-2022,15:25,3.068965517
11-25-2022,15:30,1
11-25-2022,15:35,2.333333333
11-25-2022,15:40,3
11-25-2022,15:45,2
11-25-2022,15:50,1
11-25-2022,15:55,3
11-26-2022,09:30,3.666666667
11-26-2022,09:35,5
11-26-2022,09:40,2.6
11-26-2022,09:45,1.8
11-26-2022,09:50,2
11-26-2022,09:55,5
11-26-2022,10:00,4.5
11-26-2022,10:05,3
11-26-2022,10:10,1
11-26-2022,10:15,2.6
11-26-2022,10:25,5
11-26-2022,10:30,3.333333333
11-26-2022,10:35,3.5
11-26-2022,10:40,2.75
11-26-2022,10:45,2.571428571
11-26-2022,10:50,3.285714286
11-26-2022,10:55,3
11-26-2022,11:00,2
11-26-2022,11:05,1
11-26-2022,11:10,2.571428571
11-26-2022,11:15,3
11-26-2022,11:20,3.5
11-26-2022,11:25,3
11-26-2022,11:30,5
11-26-2022,11:35,2.8
11-26-2022,11:40,2.666666667
11-26-2022,11:45,4
11-26-2022,11:50,3.2
11-26-2022,11:55,3.666666667
11-26-2022,12:00,2
11-26-2022,12:05,5
11-26-2022,12:10,3.473684211
11-26-2022,12:15,1
11-26-2022,12:20,4
11-26-2022,12:25,2.333333333
11-26-2022,12:30,2.857142857
11-26-2022,12:35,2.142857143
11-26-2022,12:40,2.166666667
11-26-2022,12:45,3
11-26-2022,12:50,1
11-26-2022,12:55,3.666666667
11-26-2022,13:00,3.25
11-26-2022,13:05,3.333333333
11-26-2022,13:10,2.333333333
11-26-2022,13:15,5
11-26-2022,13:20,2.333333333
11-26-2022,13:25,2.666666667
11-26-2022,13:30,4
11-26-2022,13:35,1
11-26-2022,13:40,1
11-26-2022,13:45,3
11-26-2022,13:50,2
11-26-2022,13:55,3
11-26-2022,14:00,3.666666667
11-26-2022,14:05,3
11-26-2022,14:10,3
11-26-2022,14:15,2.333333333
11-26-2022,14:20,1.2
11-26-2022,14:25,3.5
11-26-2022,14:35,2.2
11-26-2022,14:40,4.333333333
11-26-2022,14:45,3
11-26-2022,14:50,2.864864865
11-26-2022,14:55,3.666666667
11-26-2022,15:00,3.098765432
11-26-2022,15:05,2.714285714
11-26-2022,15:10,3.666666667
11-26-2022,15:15,1.5
11-26-2022,15:20,4.8
11-26-2022,15:25,4.166666667
11-26-2022,15:30,3
11-26-2022,15:35,1
11-26-2022,15:40,3
11-26-2022,15:45,3.25
11-26-2022,15:50,3.666666667
11-26-2022,15:55,3
11-27-2022,09:30,3
11-27-2022,09:40,2.333333333
11-27-2022,09:45,3.666666667
11-27-2022,09:50,1
11-27-2022,09:55,1.875
11-27-2022,10:00,4.2
11-27-2022,10:05,4
11-27-2022,10:10,3
11-27-2022,10:15,2.333333333
11-27-2022,10:20,2
11-27-2022,10:25,1
11-27-2022,10:30,1.666666667
11-27-2022,10:35,4.333333333
11-27-2022,10:40,3
11-27-2022,10:45,2.333333333
11-27-2022,11:00,2
11-27-2022,11:05,3.4
11-27-2022,11:10,2.333333333
11-27-2022,11:15,5
11-27-2022,11:20,1
11-27-2022,11:25,1
11-27-2022,11:30,2.142857143
11-27-2022,11:35,3
11-27-2022,11:40,4
11-27-2022,11:45,2.833333333
11-27-2022,11:50,3.666666667
11-27-2022,11:55,2.333333333
11-27-2022,12:00,2.5
11-27-2022,12:05,1
11-27-2022,12:10,4.5
11-27-2022,12:15,2.333333333
11-27-2022,12:20,4.2
11-27-2022,12:25,3
11-27-2022,12:30,1
11-27-2022,12:35,3
11-27-2022,12:40,1
11-27-2022,12:45,1
11-27-2022,12:50,1.5
11-27-2022,12:55,3.733333333
11-27-2022,13:00,3.166666667
11-27-2022,13:05,3
11-27-2022,13:10,1
11-27-2022,13:15,3.666666667
11-27-2022,13:20,3.666666667
11-27-2022,13:25,2.75
11-27-2022,13:30,2.333333333
11-27-2022,13:35,1
11-27-2022,13:40,2.678571429
11-27-2022,13:45,2.25
11-27-2022,13:50,2.833333333
11-27-2022,13:55,3.714285714
11-27-2022,14:00,4.166666667
11-27-2022,14:05,2.333333333
11-27-2022,14:10,5
11-27-2022,14:15,1
11-27-2022,14:20,4
11-27-2022,14:25,3.333333333
11-27-2022,14:30,2.666666667
11-27-2022,14:35,4.333333333
11-27-2022,14:40,1.75
11-27-2022,14:45,1
11-27-2022,14:50,5
11-27-2022,14:55,3.375
11-27-2022,15:00,1.571428571
11-27-2022,15:05,2
11-27-2022,15:10,1.8
11-27-2022,15:15,2
11-27-2022,15:20,4.2
11-27-2022,15:25,2.142857143
11-27-2022,15:30,3.285714286
11-27-2022,15:35,2.333333333
11-27-2022,15:40,3.5
11-27-2022,15:45,1
11-27-2022,15:50,2.142857143
11-27-2022,15:55,3
11-28-2022,09:30,1.8
11-28-2022,09:35,3
11-28-2022,09:40,1.333333333
11-28-2022,09:45,2.333333333
11-28-2022,09:50,3
11-28-2022,09:55,3.333333333
11-28-2022,10:00,3
11-28-2022,10:05,3.2
11-28-2022,10:10,2.833333333
11-28-2022,10:15,3.5
11-28-2022,10:20,3
11-28-2022,10:25,5
11-28-2022,10:30,3
11-28-2022,10:35,4.666666667
11-28-2022,10:40,4
11-28-2022,10:45,3.166666667
11-28-2022,10:50,2
11-28-2022,10:55,3
11-28-2022,11:00,4
11-28-2022,11:05,2.5
11-28-2022,11:10,3.571428571
11-28-2022,11:15,2.4
11-28-2022,11:20,3.555555556
11-28-2022,11:25,3.666666667
11-28-2022,11:30,2.6
11-28-2022,11:35,5
11-28-2022,11:40,4
11-28-2022,11:45,1
11-28-2022,11:50,2.523809524
11-28-2022,11:55,3
11-28-2022,12:00,3.125
11-28-2022,12:05,1
11-28-2022,12:10,2
11-28-2022,12:15,2.333333333
11-28-2022,12:20,3.666666667
11-28-2022,12:25,3
11-28-2022,12:30,1
11-28-2022,12:40,1
11-28-2022,12:45,5
11-28-2022,12:50,5
11-28-2022,12:55,3
11-28-2022,13:00,2.666666667
11-28-2022,13:05,3.75
11-28-2022,13:10,3.466666667
11-28-2022,13:15,2.166666667
11-28-2022,13:20,1
11-28-2022,13:25,5
11-28-2022,13:30,1
11-28-2022,13:35,3.4
11-28-2022,13:40,3
11-28-2022,13:45,3.5
11-28-2022,13:50,2.5
11-28-2022,13:55,4.6
11-28-2022,14:00,2.454545455
11-28-2022,14:05,2.866666667
11-28-2022,14:10,3
11-28-2022,14:15,2.666666667
11-28-2022,14:20,2.8
11-28-2022,14:25,3.4
11-28-2022,14:30,2.555555556
11-28-2022,14:35,3.333333333
11-28-2022,14:40,3.142857143
11-28-2022,14:45,2
11-28-2022,14:50,3
11-28-2022,14:55,3.25
11-28-2022,15:00,3.583333333
11-28-2022,15:05,2.666666667
11-28-2022,15:10,3.25
11-28-2022,15:15,2.75
11-28-2022,15:20,2.625
11-28-2022,15:25,2.9
11-28-2022,15:30,3.1
11-28-2022,15:35,3.4
11-28-2022,15:40,2.75
11-28-2022,15:45,3.428571429
11-28-2022,15:50,3.333333333
11-28-2022,15:55,2.6
11-29-2022,09:30,2.333333333
11-29-2022,09:35,3
11-29-2022,09:40,1
11-29-2022,09:45,3.666666667
11-29-2022,09:50,4
11-29-2022,09:55,1
11-29-2022,10:00,4.222222222
11-29-2022,10:05,3.666666667
11-29-2022,10:10,4
11-29-2022,10:15,4.5
11-29-2022,10:20,4.5
11-29-2022,10:25,4.5
11-29-2022,10:30,2
11-29-2022,10:35,2.75
11-29-2022,10:40,4.2
11-29-2022,10:45,2
11-29-2022,10:50,3
11-29-2022,10:55,2.666666667
11-29-2022,11:00,3
11-29-2022,11:05,2
11-29-2022,11:10,3.3
11-29-2022,11:15,1.375
11-29-2022,11:20,1
11-29-2022,11:25,3
11-29-2022,11:30,1
11-29-2022,11:35,2.428571429
11-29-2022,11:40,3.5
11-29-2022,11:45,3
11-29-2022,11:50,2.714285714
11-29-2022,11:55,2.666666667
11-29-2022,12:00,3.333333333
11-29-2022,12:05,4
11-29-2022,12:10,4.111111111
11-29-2022,12:15,1.8
11-29-2022,12:20,3.3
11-29-2022,12:25,3.75
11-29-2022,12:30,2
11-29-2022,12:35,2.6
11-29-2022,12:40,3.5
11-29-2022,12:45,3
11-29-2022,12:50,3.888888889
11-29-2022,12:55,2.5
11-29-2022,13:00,4
11-29-2022,13:05,3.083333333
11-29-2022,13:10,3.285714286
11-29-2022,13:15,3.857142857
11-29-2022,13:20,2.444444444
11-29-2022,13:25,3.222222222
11-29-2022,13:30,2
11-29-2022,13:35,2.5
11-29-2022,13:40,2.6
11-29-2022,13:45,3
11-29-2022,13:50,2
11-29-2022,13:55,3.769230769
11-29-2022,14:00,3.285714286
11-29-2022,14:05,4.285714286
11-29-2022,14:10,2.846153846
11-29-2022,14:15,3
11-29-2022,14:20,5
11-29-2022,14:25,2.6
11-29-2022,14:30,3.5
11-29-2022,14:35,2.5
11-29-2022,14:40,2
11-29-2022,14:45,1.9
11-29-2022,14:50,2.6
11-29-2022,14:55,2.625
11-29-2022,15:00,3.785714286
11-29-2022,15:05,3.4
11-29-2022,15:10,5
11-29-2022,15:15,3.666666667
11-29-2022,15:20,1.8
11-29-2022,15:25,3
11-29-2022,15:30,3.4
11-29-2022,15:35,3.666666667
11-29-2022,15:40,3
11-29-2022,15:45,3
11-29-2022,15:50,1
11-29-2022,15:55,4
11-30-2022,09:30,2.333333333
11-30-2022,09:35,3.75
11-30-2022,09:40,3
11-30-2022,09:45,3.461538462
11-30-2022,09:50,3.75
11-30-2022,09:55,3.4
11-30-2022,10:00,3.666666667
11-30-2022,10:05,3.666666667
11-30-2022,10:10,2
11-30-2022,10:15,3.666666667
11-30-2022,10:20,2.833333333
11-30-2022,10:25,3
11-30-2022,10:30,2.125
11-30-2022,10:35,3.75
11-30-2022,10:40,2.2
11-30-2022,10:45,1
11-30-2022,10:55,2
11-30-2022,11:00,2.166666667
11-30-2022,11:05,3.333333333
11-30-2022,11:10,3.714285714
11-30-2022,11:15,4.428571429
11-30-2022,11:20,3.4
11-30-2022,11:25,2.666666667
11-30-2022,11:30,2
11-30-2022,11:35,3.4
11-30-2022,11:40,5
11-30-2022,11:45,1.8
11-30-2022,11:50,5
11-30-2022,11:55,4
11-30-2022,12:00,4
11-30-2022,12:05,1
11-30-2022,12:10,2.25
11-30-2022,12:15,2.2
11-30-2022,12:20,1.75
11-30-2022,12:25,2.25
11-30-2022,12:30,1
11-30-2022,12:35,3.666666667
11-30-2022,12:40,3.2
11-30-2022,12:45,3.25
11-30-2022,12:50,2.6
11-30-2022,12:55,2.875
11-30-2022,13:00,3.625
11-30-2022,13:05,5
11-30-2022,13:10,5
11-30-2022,13:15,3.333333333
11-30-2022,13:20,2.923076923
11-30-2022,13:25,3.1
11-30-2022,13:30,2.9
11-30-2022,13:35,1
11-30-2022,13:40,1.666666667
11-30-2022,13:45,2.888888889
11-30-2022,13:50,2.875
11-30-2022,13:55,4.666666667
11-30-2022,14:00,3
11-30-2022,14:05,3
11-30-2022,14:10,2.391304348
11-30-2022,14:15,1.857142857
11-30-2022,14:20,3.1
11-30-2022,14:25,1.166666667
11-30-2022,14:30,2.285714286
11-30-2022,14:35,4.2
11-30-2022,14:40,3.333333333
11-30-2022,14:45,1.714285714
11-30-2022,14:50,2.6
11-30-2022,14:55,2.714285714
11-30-2022,15:00,1.875
11-30-2022,15:05,2.666666667
11-30-2022,15:10,1.333333333
11-30-2022,15:15,3.6
11-30-2022,15:20,3.111111111
11-30-2022,15:25,5
