date,time,SENTIMENT
11-30-2022,15:30,3.285714286
11-30-2022,15:35,2.777777778
11-30-2022,15:40,2.333333333
11-30-2022,15:45,1
11-30-2022,15:50,4.2
11-30-2022,15:55,3
12-12-2022,09:30,3
12-12-2022,09:35,5
12-12-2022,09:40,3
12-12-2022,09:45,2.714285714
12-12-2022,09:50,3
12-12-2022,09:55,1
12-12-2022,10:00,3.5
12-12-2022,10:05,2.333333333
12-12-2022,10:10,3.666666667
12-12-2022,10:15,1.5
12-12-2022,10:20,3.75
12-12-2022,10:25,3
12-12-2022,10:30,3.285714286
12-12-2022,10:35,4
12-12-2022,10:40,4.2
12-12-2022,10:45,1.75
12-12-2022,10:50,4.5
12-12-2022,10:55,3
12-12-2022,11:00,5
12-12-2022,11:05,3.4
12-12-2022,11:10,3
12-12-2022,11:15,4
12-12-2022,11:20,4.2
12-12-2022,11:25,3
12-12-2022,11:30,2.714285714
12-12-2022,11:35,3
12-12-2022,11:40,3.875
12-12-2022,11:45,1
12-12-2022,11:50,1
12-12-2022,11:55,2.5
12-12-2022,12:00,2
12-12-2022,12:05,1.666666667
12-12-2022,12:10,3
12-12-2022,12:15,2.666666667
12-12-2022,12:20,2
12-12-2022,12:25,2.6
12-12-2022,12:30,3.4
12-12-2022,12:35,3
12-12-2022,12:40,1.666666667
12-12-2022,12:45,1
12-12-2022,12:50,3.625
12-12-2022,12:55,3.666666667
12-12-2022,13:00,3
12-12-2022,13:05,2.666666667
12-12-2022,13:10,4
12-12-2022,13:15,1.571428571
12-12-2022,13:20,3.5
12-12-2022,13:25,3
12-12-2022,13:30,3.142857143
12-12-2022,13:35,2.333333333
12-12-2022,13:40,3.666666667
12-12-2022,13:45,2.555555556
12-12-2022,13:50,4
12-12-2022,13:55,3
12-12-2022,14:00,2
12-12-2022,14:05,2.75
12-12-2022,14:10,2.714285714
12-12-2022,14:15,1.666666667
12-12-2022,14:20,1
12-12-2022,14:25,1.6
12-12-2022,14:30,2.888888889
12-12-2022,14:35,1.5
12-12-2022,14:40,3.2
12-12-2022,14:45,3.111111111
12-12-2022,14:50,3.125
12-12-2022,14:55,1.666666667
12-12-2022,15:00,4.6
12-12-2022,15:05,2.666666667
12-12-2022,15:10,3
12-12-2022,15:15,3.888888889
12-12-2022,15:20,2.4
12-12-2022,15:25,3.625
12-12-2022,15:30,2.705882353
12-12-2022,15:35,3
12-12-2022,15:40,2.857142857
12-12-2022,15:45,1.777777778
12-12-2022,15:50,2.666666667
12-12-2022,15:55,1.8
12-13-2022,09:30,2.333333333
12-13-2022,09:35,2.868421053
12-13-2022,09:40,1
12-13-2022,09:45,2.714285714
12-13-2022,09:50,2.737704918
12-13-2022,09:55,3
12-13-2022,10:00,2.571428571
12-13-2022,10:05,1
12-13-2022,10:10,3.4
12-13-2022,10:15,3
12-13-2022,10:20,3
12-13-2022,10:25,3.25
12-13-2022,10:30,2.6
12-13-2022,10:35,2.333333333
12-13-2022,10:40,2.333333333
12-13-2022,10:45,1
12-13-2022,10:50,1
12-13-2022,10:55,2.6
12-13-2022,11:00,4.25
12-13-2022,11:05,4.166666667
12-13-2022,11:10,2.5
12-13-2022,11:15,3
12-13-2022,11:20,3.166666667
12-13-2022,11:25,5
12-13-2022,11:30,2.428571429
12-13-2022,11:35,3.333333333
12-13-2022,11:40,4
12-13-2022,11:45,3.2
12-13-2022,11:50,3
12-13-2022,11:55,2
12-13-2022,12:00,3.285714286
12-13-2022,12:05,3
12-13-2022,12:10,2
12-13-2022,12:15,1.888888889
12-13-2022,12:20,2.555555556
12-13-2022,12:25,1.571428571
12-13-2022,12:30,3.2
12-13-2022,12:35,3.666666667
12-13-2022,12:40,2
12-13-2022,12:45,3.666666667
12-13-2022,12:50,3.285714286
12-13-2022,12:55,2
12-13-2022,13:00,2.272727273
12-13-2022,13:05,3.75
12-13-2022,13:10,2.6
12-13-2022,13:15,2
12-13-2022,13:20,2.75
12-13-2022,13:25,2.8
12-13-2022,13:30,2.25
12-13-2022,13:35,2.6
12-13-2022,13:40,3
12-13-2022,13:45,2.714285714
12-13-2022,13:50,1.6
12-13-2022,13:55,3
12-13-2022,14:00,3
12-13-2022,14:05,2.333333333
12-13-2022,14:10,3
12-13-2022,14:15,2.5
12-13-2022,14:20,3
12-13-2022,14:25,3.142857143
12-13-2022,14:30,2.5
12-13-2022,14:35,2.142857143
12-13-2022,14:40,3.375
12-13-2022,14:45,2.25
12-13-2022,14:50,2.333333333
12-13-2022,14:55,2.625
12-13-2022,15:00,1.444444444
12-13-2022,15:05,1.142857143
12-13-2022,15:10,2.769230769
12-13-2022,15:15,3.25
12-13-2022,15:20,1.833333333
12-13-2022,15:25,1.444444444
12-13-2022,15:30,1
12-13-2022,15:35,1.727272727
12-13-2022,15:40,1.333333333
12-13-2022,15:45,1.222222222
12-13-2022,15:50,2
12-13-2022,15:55,3.714285714
12-14-2022,09:30,2.444444444
12-14-2022,09:35,2.5
12-14-2022,09:40,1.75
12-14-2022,09:45,1
12-14-2022,09:50,2.333333333
12-14-2022,09:55,1
12-14-2022,10:00,3.4
12-14-2022,10:05,2.333333333
12-14-2022,10:10,3
12-14-2022,10:15,3.2
12-14-2022,10:20,3
12-14-2022,10:25,3
12-14-2022,10:30,2.333333333
12-14-2022,10:35,1.5
12-14-2022,10:40,2
12-14-2022,10:45,1
12-14-2022,10:50,2.142857143
12-14-2022,10:55,3.666666667
12-14-2022,11:00,3.933333333
12-14-2022,11:05,2.6
12-14-2022,11:10,2.333333333
12-14-2022,11:15,4.285714286
12-14-2022,11:20,1
12-14-2022,11:25,2.714285714
12-14-2022,11:30,3.111111111
12-14-2022,11:35,2.7
12-14-2022,11:40,2.333333333
12-14-2022,11:45,2
12-14-2022,11:50,2.9
12-14-2022,11:55,3.285714286
12-14-2022,12:00,2.947368421
12-14-2022,12:05,1.769230769
12-14-2022,12:10,4
12-14-2022,12:15,2.6
12-14-2022,12:20,2.2
12-14-2022,12:25,3.75
12-14-2022,12:30,2.571428571
12-14-2022,12:35,3.142857143
12-14-2022,12:40,3
12-14-2022,12:45,2.625
12-14-2022,12:50,2
12-14-2022,12:55,4
12-14-2022,13:00,3.5
12-14-2022,13:05,2.1
12-14-2022,13:10,2.571428571
12-14-2022,13:15,3.461538462
12-14-2022,13:20,3.181818182
12-14-2022,13:25,4
12-14-2022,13:30,2.142857143
12-14-2022,13:35,3.714285714
12-14-2022,13:40,2.8
12-14-2022,13:45,3.444444444
12-14-2022,13:50,3.555555556
12-14-2022,13:55,1.571428571
12-14-2022,14:00,2.5
12-14-2022,14:05,2.9
12-14-2022,14:10,2.25
12-14-2022,14:15,2.833333333
12-14-2022,14:20,3.75
12-14-2022,14:25,2.538461538
12-14-2022,14:30,3.666666667
12-14-2022,14:35,1.714285714
12-14-2022,14:40,3.2
12-14-2022,14:45,2.444444444
12-14-2022,14:50,4
12-14-2022,14:55,2.5
12-14-2022,15:00,2.909090909
12-14-2022,15:05,4.8
12-14-2022,15:10,3
12-14-2022,15:15,2.875
12-14-2022,15:20,4.2
12-14-2022,15:25,2.777777778
12-14-2022,15:30,2.333333333
12-14-2022,15:35,1.846153846
12-14-2022,15:40,2.9
12-14-2022,15:45,2.5
12-14-2022,15:50,3
12-14-2022,15:55,3.111111111
12-15-2022,09:30,1
12-15-2022,09:35,2.090909091
12-15-2022,09:40,1.666666667
12-15-2022,09:45,1.666666667
12-15-2022,09:50,2.125
12-15-2022,09:55,1.5
12-15-2022,10:00,1.833333333
12-15-2022,10:05,2.285714286
12-15-2022,10:10,2.9
12-15-2022,10:15,2
12-15-2022,10:20,1.6
12-15-2022,10:25,2.888888889
12-15-2022,10:30,2.222222222
12-15-2022,10:35,1.5
12-15-2022,10:40,3
12-15-2022,10:45,2.714285714
12-15-2022,10:50,4.5
12-15-2022,10:55,2.2
12-15-2022,11:00,1.777777778
12-15-2022,11:05,1.636363636
12-15-2022,11:10,1.363636364
12-15-2022,11:15,1.714285714
12-15-2022,11:20,1.666666667
12-15-2022,11:25,2
12-15-2022,11:30,2
12-15-2022,11:35,2.25
12-15-2022,11:40,1.75
12-15-2022,11:45,2.375
12-15-2022,11:50,2.428571429
12-15-2022,11:55,2.6
12-15-2022,12:00,1.4
12-15-2022,12:05,1.5
12-15-2022,12:10,1.769230769
12-15-2022,12:15,1.5
12-15-2022,12:20,1.777777778
12-15-2022,12:25,2.333333333
12-15-2022,12:30,2.357142857
12-15-2022,12:35,3
12-15-2022,12:40,1.2
12-15-2022,12:45,3.285714286
12-15-2022,12:50,2.607142857
12-15-2022,12:55,2.888888889
12-15-2022,13:00,2.266666667
12-15-2022,13:05,3
12-15-2022,13:10,3.222222222
12-15-2022,13:15,2.833333333
12-15-2022,13:20,1.571428571
12-15-2022,13:25,3
12-15-2022,13:30,1.923076923
12-15-2022,13:35,2.705882353
12-15-2022,13:40,2.666666667
12-15-2022,13:45,2.142857143
12-15-2022,13:50,2.666666667
12-15-2022,13:55,2
12-15-2022,14:00,3.666666667
12-15-2022,14:05,2.933333333
12-15-2022,14:10,1.916666667
12-15-2022,14:15,2.964285714
12-15-2022,14:20,1
12-15-2022,14:25,2.75
12-15-2022,14:30,2.4
12-15-2022,14:35,1.533333333
12-15-2022,14:40,1.75
12-15-2022,14:45,1.666666667
12-15-2022,14:50,1
12-15-2022,14:55,2
12-15-2022,15:00,2.909090909
12-15-2022,15:05,2.533333333
12-15-2022,15:10,1.6
12-15-2022,15:15,1.8
12-15-2022,15:20,4.076923077
12-15-2022,15:25,1.818181818
12-15-2022,15:30,1.727272727
12-15-2022,15:35,2.846153846
12-15-2022,15:40,1.888888889
12-15-2022,15:45,1.466666667
12-15-2022,15:50,2.6
12-15-2022,15:55,2.857142857
12-16-2022,09:30,1.833333333
12-16-2022,09:35,3.5
12-16-2022,09:40,3
12-16-2022,09:45,2.714285714
12-16-2022,09:50,1
12-16-2022,09:55,3
12-16-2022,10:00,4.166666667
12-16-2022,10:05,3
12-16-2022,10:10,2.444444444
12-16-2022,10:15,3.857142857
12-16-2022,10:20,3
12-16-2022,10:25,3.333333333
12-16-2022,10:30,3
12-16-2022,10:35,3
12-16-2022,10:40,2.333333333
12-16-2022,10:45,2
12-16-2022,10:50,2.333333333
12-16-2022,10:55,3.5
12-16-2022,11:00,3
12-16-2022,11:05,2.5
12-16-2022,11:10,1
12-16-2022,11:15,3
12-16-2022,11:20,1.571428571
12-16-2022,11:25,2.333333333
12-16-2022,11:30,3.8
12-16-2022,11:35,3
12-16-2022,11:40,2.428571429
12-16-2022,11:45,3.75
12-16-2022,11:50,2.5
12-16-2022,11:55,2.333333333
12-16-2022,12:00,3
12-16-2022,12:05,3
12-16-2022,12:10,1.777777778
12-16-2022,12:15,2.8
12-16-2022,12:20,2.5
12-16-2022,12:25,2.333333333
12-16-2022,12:30,2.142857143
12-16-2022,12:35,1.8
12-16-2022,12:40,2.545454545
12-16-2022,12:45,2.333333333
12-16-2022,12:50,2.142857143
12-16-2022,12:55,1.333333333
12-16-2022,13:00,3.192307692
12-16-2022,13:05,3.666666667
12-16-2022,13:10,1.8
12-16-2022,13:15,1.7
12-16-2022,13:20,2.5
12-16-2022,13:25,2
12-16-2022,13:30,3.5
12-16-2022,13:35,2.222222222
12-16-2022,13:40,1.666666667
12-16-2022,13:45,2.2
12-16-2022,13:50,3.25
12-16-2022,13:55,2.666666667
12-16-2022,14:00,3.428571429
12-16-2022,14:05,2.375
12-16-2022,14:10,2.25
12-16-2022,14:15,3.125
12-16-2022,14:20,2.8
12-16-2022,14:25,2.4
12-16-2022,14:30,2.916666667
12-16-2022,14:35,3.75
12-16-2022,14:40,3
12-16-2022,14:45,3
12-16-2022,14:50,2.7
12-16-2022,14:55,3.142857143
12-16-2022,15:00,2.909090909
12-16-2022,15:05,2.333333333
12-16-2022,15:10,3.142857143
12-16-2022,15:15,2.25
12-16-2022,15:20,1.666666667
12-16-2022,15:25,2.636363636
12-16-2022,15:30,2.357142857
12-16-2022,15:35,3
12-16-2022,15:40,3.230769231
12-16-2022,15:45,2.25
12-16-2022,15:50,2.5
12-16-2022,15:55,2.666666667
12-17-2022,09:30,2.333333333
12-17-2022,09:35,2.833333333
12-17-2022,09:40,2.833333333
12-17-2022,09:45,2.142857143
12-17-2022,09:50,4
12-17-2022,09:55,1.5
12-17-2022,10:00,2
12-17-2022,10:05,1
12-17-2022,10:10,3
12-17-2022,10:15,1.5
12-17-2022,10:20,3
12-17-2022,10:25,1.571428571
12-17-2022,10:30,2
12-17-2022,10:35,3.25
12-17-2022,10:40,2.571428571
12-17-2022,10:45,2
12-17-2022,10:50,5
12-17-2022,10:55,3
12-17-2022,11:00,2.666666667
12-17-2022,11:05,3.333333333
12-17-2022,11:15,3.333333333
12-17-2022,11:20,3.25
12-17-2022,11:25,4
12-17-2022,11:30,2.5
12-17-2022,11:35,3.142857143
12-17-2022,11:40,3.166666667
12-17-2022,11:45,3.666666667
12-17-2022,11:50,1
12-17-2022,11:55,3.75
12-17-2022,12:00,1.012195122
12-17-2022,12:05,2.222222222
12-17-2022,12:10,1.059701493
12-17-2022,12:15,2.111111111
12-17-2022,12:20,2.777777778
12-17-2022,12:25,3.666666667
12-17-2022,12:30,2.6
12-17-2022,12:35,1.148148148
12-17-2022,12:40,3
12-17-2022,12:45,2.5
12-17-2022,12:50,1.888888889
12-17-2022,12:55,2.8
12-17-2022,13:00,2.263157895
12-17-2022,13:05,2.142857143
12-17-2022,13:10,2.6
12-17-2022,13:15,2.333333333
12-17-2022,13:20,3.571428571
12-17-2022,13:25,1
12-17-2022,13:30,3
12-17-2022,13:35,2.333333333
12-17-2022,13:40,3
12-17-2022,13:45,2.833333333
12-17-2022,13:50,2.25
12-17-2022,13:55,3.75
12-17-2022,14:00,1
12-17-2022,14:05,3.375
12-17-2022,14:10,4
12-17-2022,14:15,2.8
12-17-2022,14:20,3.5
12-17-2022,14:25,1
12-17-2022,14:30,3.111111111
12-17-2022,14:35,5
12-17-2022,14:40,1
12-17-2022,14:45,2.111111111
12-17-2022,14:50,2
12-17-2022,14:55,2.75
12-17-2022,15:00,2.714285714
12-17-2022,15:05,2.75
12-17-2022,15:10,2
12-17-2022,15:15,3
12-17-2022,15:20,3.142857143
12-17-2022,15:25,2.4
12-17-2022,15:30,2.411764706
12-17-2022,15:35,4
12-17-2022,15:40,2.666666667
12-17-2022,15:45,2
12-17-2022,15:50,3.571428571
12-17-2022,15:55,2.5
12-18-2022,09:30,2.9375
12-18-2022,09:35,3.666666667
12-18-2022,09:40,2
12-18-2022,09:45,5
12-18-2022,09:50,2
12-18-2022,09:55,1
12-18-2022,10:00,2.833333333
12-18-2022,10:05,1
12-18-2022,10:10,3.4
12-18-2022,10:15,4.2
12-18-2022,10:20,5
12-18-2022,10:25,3
12-18-2022,10:30,2.75
12-18-2022,10:35,3.166666667
12-18-2022,10:40,3.857142857
12-18-2022,10:45,3.333333333
12-18-2022,10:50,5
12-18-2022,10:55,5
12-18-2022,11:05,3.2
12-18-2022,11:15,2.625
12-18-2022,11:20,3.2
12-18-2022,11:25,1
12-18-2022,11:30,1
12-18-2022,11:35,3.1875
12-18-2022,11:40,1
12-18-2022,11:45,1.333333333
12-18-2022,11:50,5
12-18-2022,11:55,3.4
12-18-2022,12:00,4.25
12-18-2022,12:05,2.333333333
12-18-2022,12:10,2.538461538
12-18-2022,12:15,3
12-18-2022,12:20,3
12-18-2022,12:25,2.333333333
12-18-2022,12:30,2.5
12-18-2022,12:35,3.75
12-18-2022,12:40,1.666666667
12-18-2022,12:45,3.333333333
12-18-2022,12:50,1.6
12-18-2022,12:55,3.333333333
12-18-2022,13:00,2.5
12-18-2022,13:05,2.75
12-18-2022,13:10,1
12-18-2022,13:15,1
12-18-2022,13:20,1
12-18-2022,13:25,1
12-18-2022,13:30,1
12-18-2022,13:35,1
12-18-2022,13:40,3
12-18-2022,13:45,3.285714286
12-18-2022,13:50,2
12-18-2022,13:55,3
12-18-2022,14:00,2
12-18-2022,14:05,2
12-18-2022,14:10,5
12-18-2022,14:15,2.333333333
12-18-2022,14:20,4
12-18-2022,14:25,2.8
12-18-2022,14:30,1
12-18-2022,14:35,1
12-18-2022,14:40,3
12-18-2022,14:45,3.5
12-18-2022,14:50,2.416666667
12-18-2022,14:55,3.666666667
12-18-2022,15:00,3.666666667
12-18-2022,15:05,2.666666667
12-18-2022,15:10,2
12-18-2022,15:15,3
12-18-2022,15:20,4.2
12-18-2022,15:25,2.8
12-18-2022,15:30,1
12-18-2022,15:35,2.571428571
12-18-2022,15:40,1
12-18-2022,15:45,1.941176471
12-18-2022,15:50,3.857142857
12-18-2022,15:55,3.1
12-19-2022,09:30,3
12-19-2022,09:35,2.333333333
12-19-2022,09:40,2.375
12-19-2022,09:45,2
12-19-2022,09:50,2.714285714
12-19-2022,09:55,1
12-19-2022,10:00,3.222222222
12-19-2022,10:05,1
12-19-2022,10:10,3.666666667
12-19-2022,10:20,1
12-19-2022,10:25,1.333333333
12-19-2022,10:30,1.5
12-19-2022,10:35,1
12-19-2022,10:40,2.6
12-19-2022,10:45,1.6
12-19-2022,10:50,2
12-19-2022,10:55,2.625
12-19-2022,11:00,1.666666667
12-19-2022,11:05,2.428571429
12-19-2022,11:10,1
12-19-2022,11:15,2.833333333
12-19-2022,11:20,3.461538462
12-19-2022,11:25,3.4
12-19-2022,11:30,1.9
12-19-2022,11:35,2.2
12-19-2022,11:40,3
12-19-2022,11:45,2.5
12-19-2022,11:50,3
12-19-2022,11:55,3.666666667
12-19-2022,12:00,2.818181818
12-19-2022,12:05,1.5
12-19-2022,12:10,2.333333333
12-19-2022,12:15,1
12-19-2022,12:20,1.777777778
12-19-2022,12:25,1.142857143
12-19-2022,12:30,2.444444444
12-19-2022,12:35,2.142857143
12-19-2022,12:40,3.625
12-19-2022,12:45,2.6
12-19-2022,12:50,1.625
12-19-2022,12:55,2.333333333
12-19-2022,13:00,1.666666667
12-19-2022,13:05,1.666666667
12-19-2022,13:10,2.333333333
12-19-2022,13:15,2.777777778
12-19-2022,13:20,2.625
12-19-2022,13:25,1.727272727
12-19-2022,13:30,2.157894737
12-19-2022,13:35,3.1
12-19-2022,13:40,2.181818182
12-19-2022,13:45,2
12-19-2022,13:50,3
12-19-2022,13:55,3.083333333
12-19-2022,14:00,2.555555556
12-19-2022,14:05,2.888888889
12-19-2022,14:10,3.222222222
12-19-2022,14:15,2.25
12-19-2022,14:20,1.7
12-19-2022,14:25,2.166666667
12-19-2022,14:30,3.363636364
12-19-2022,14:35,2.4
12-19-2022,14:40,1.7
12-19-2022,14:45,3.181818182
12-19-2022,14:50,1.727272727
12-19-2022,14:55,1.8
12-19-2022,15:00,3
12-19-2022,15:05,2.5
12-19-2022,15:10,2.666666667
12-19-2022,15:15,2.25
12-19-2022,15:20,1.769230769
12-19-2022,15:25,2.2
12-19-2022,15:30,1.947368421
12-19-2022,15:35,1.642857143
12-19-2022,15:40,3.3125
12-19-2022,15:45,2
12-19-2022,15:50,2.461538462
12-19-2022,15:55,3
12-20-2022,09:30,2.5
12-20-2022,09:35,3.333333333
12-20-2022,09:40,2
12-20-2022,09:45,1
12-20-2022,09:50,3
12-20-2022,09:55,1
12-20-2022,10:00,3.25
12-20-2022,10:05,3
12-20-2022,10:10,1.333333333
12-20-2022,10:15,1.666666667
12-20-2022,10:20,1
12-20-2022,10:25,3
12-20-2022,10:30,2
12-20-2022,10:35,2
12-20-2022,10:40,2.285714286
12-20-2022,10:45,5
12-20-2022,10:50,1
12-20-2022,10:55,4
12-20-2022,11:00,2.333333333
12-20-2022,11:05,2.333333333
12-20-2022,11:10,1
12-20-2022,11:15,2.428571429
12-20-2022,11:20,3.6
12-20-2022,11:25,2.5
12-20-2022,11:30,2.416666667
12-20-2022,11:35,2.142857143
12-20-2022,11:40,2.833333333
12-20-2022,11:45,3.666666667
12-20-2022,11:50,3
12-20-2022,11:55,2.818181818
12-20-2022,12:00,3.6
12-20-2022,12:05,4
12-20-2022,12:10,1.8
12-20-2022,12:15,2.857142857
12-20-2022,12:20,2.6
